num_train,train_mse_mean,train_mse_std,test_mse_mean,test_mse_std,test_mae_mean,test_mae_std,test_max_abs_mean,test_max_abs_std,elapsed_sec_mean,elapsed_sec_std
10,0.001799869508734749,0.0024693516568916178,0.11262170357319216,0.09073780477048365,0.16914495825767517,0.09355334362739023,0.8201213479042053,0.552470988920424,0.865327911666706,0.004076651361363633
20,7.746930956879321e-05,3.5588516162781244e-05,0.00209947667705516,0.0007735249671669824,0.0287507101893425,0.005891073969169507,0.15201847751935324,0.03375220231301805,0.8736872489999618,0.0027528348541476294
30,7.366088296597202e-05,3.2789548114640203e-05,0.00016292880657905093,8.528788524539309e-05,0.008500633450845877,0.0017831744435351901,0.05895218625664711,0.028980672196849435,0.8885113199999827,0.011050387226948257
50,0.00012433821999972375,0.00010560456346991075,0.00018041824660031125,7.623793706289003e-05,0.009259359600643316,0.0022343131817653458,0.0627753275136153,0.017545886976171727,0.9031310233333443,0.002338297809790913
80,7.706959634864081e-05,2.012410174225422e-05,0.00011283842225869496,3.5435321602759155e-05,0.007991720456629992,0.0015575554122609684,0.041216173519690834,0.010213570062970419,0.9034214526666347,0.0075807537310278355
