model,epoch,train_mse,test_relative_l2,test_mse
DeepONet,263,0.0206670630723238,,
DeepONet,264,0.01842197636142373,,
DeepONet,265,0.016726705338805915,,
DeepONet,266,0.016109133046120404,,
DeepONet,267,0.014037895202636718,,
DeepONet,268,0.01278654569759965,,
DeepONet,269,0.01330744307488203,,
DeepONet,270,0.012570940703153611,,
DeepONet,271,0.01251438595354557,,
DeepONet,272,0.012072841357439756,,
DeepONet,273,0.011787996254861354,,
DeepONet,274,0.011422316357493401,,
DeepONet,275,0.01158612472936511,0.10169444978237152,0.00038433869485743344
DeepONet,276,0.014292726665735245,,
DeepONet,277,0.025162060838192703,,
DeepONet,278,0.01880874102935195,,
DeepONet,279,0.021622723340988158,,
DeepONet,280,0.014176333788782358,,
DeepONet,281,0.013486705254763365,,
DeepONet,282,0.013755907118320466,,
DeepONet,283,0.013992667570710183,,
DeepONet,284,0.015040956810116768,,
DeepONet,285,0.01343433242291212,,
DeepONet,286,0.014153575152158737,,
DeepONet,287,0.012080492079257965,,
DeepONet,288,0.011462060175836087,,
DeepONet,289,0.011856871470808984,,
DeepONet,290,0.01157625187188387,,
DeepONet,291,0.010929652489721775,,
DeepONet,292,0.010673058684915304,,
DeepONet,293,0.010494849272072315,,
DeepONet,294,0.010401589330285788,,
DeepONet,295,0.010548535361886024,,
DeepONet,296,0.010327420942485333,,
DeepONet,297,0.0105153095908463,,
DeepONet,298,0.010476307850331068,,
DeepONet,299,0.010272444225847721,,
DeepONet,300,0.010132961813360453,0.0958290845155716,0.00034168973797932267
DeepONet,301,0.010446822363883257,,
DeepONet,302,0.011021825112402439,,
DeepONet,303,0.01163309058174491,,
DeepONet,304,0.0126579400151968,,
DeepONet,305,0.012280577793717384,,
DeepONet,306,0.012465337198227644,,
DeepONet,307,0.012927817739546299,,
DeepONet,308,0.011854327376931905,,
DeepONet,309,0.014610230643302202,,
DeepONet,310,0.019937405083328485,,
DeepONet,311,0.015320209879428148,,
DeepONet,312,0.019017964974045752,,
DeepONet,313,0.016044445615261794,,
DeepONet,314,0.016203147172927857,,
DeepONet,315,0.01421115268021822,,
DeepONet,316,0.01262353453785181,,
DeepONet,317,0.013049902766942978,,
DeepONet,318,0.011906150542199612,,
DeepONet,319,0.011824618652462959,,
DeepONet,320,0.010662866570055485,,
DeepONet,321,0.00996723836287856,,
DeepONet,322,0.009667940437793732,,
DeepONet,323,0.009585962072014809,,
DeepONet,324,0.009777011070400476,,
DeepONet,325,0.009605121705681086,0.09869951009750366,0.00036171640385873616
DeepONet,326,0.010399467963725328,,
DeepONet,327,0.011038213782012463,,
DeepONet,328,0.011976736970245839,,
DeepONet,329,0.012252482213079929,,
DeepONet,330,0.01155463894829154,,
DeepONet,331,0.011011330131441354,,
DeepONet,332,0.009807551000267267,,
DeepONet,333,0.00958884642459452,,
DeepONet,334,0.017357772029936314,,
DeepONet,335,0.014113367535173893,,
DeepONet,336,0.01225059893913567,,
DeepONet,337,0.009842342790216207,,
DeepONet,338,0.010629831068217754,,
DeepONet,339,0.009696915745735168,,
DeepONet,340,0.009478542488068342,,
DeepONet,341,0.009250505268573761,,
DeepONet,342,0.009185352502390743,,
DeepONet,343,0.010316899418830872,,
DeepONet,344,0.015290933102369309,,
DeepONet,345,0.01522740237414837,,
DeepONet,346,0.0126439836807549,,
DeepONet,347,0.010651842784136533,,
DeepONet,348,0.009974539186805487,,
DeepONet,349,0.009044478321447969,,
DeepONet,350,0.00890190158970654,0.09011111408472061,0.0003023211320396513
FNO,1,1.000048613548279,0.9970697164535522,0.03651082143187523
FNO,2,0.9820577204227448,,
FNO,3,0.8378687977790833,,
FNO,4,0.4261498749256134,,
FNO,5,0.1495435729622841,,
FNO,6,0.07730407789349555,,
FNO,7,0.049634645506739614,,
FNO,8,0.034485761821269986,,
FNO,9,0.02660549581050873,,
FNO,10,0.021679641958326102,,
FNO,11,0.017775859963148833,,
FNO,12,0.01521628638729453,,
FNO,13,0.013021944742649793,,
FNO,14,0.011435692384839057,,
FNO,15,0.010170954978093505,,
FNO,16,0.00929306265898049,,
FNO,17,0.008419618383049965,,
FNO,18,0.0078077311627566814,,
FNO,19,0.007431571139022708,,
FNO,20,0.006853816565126181,,
FNO,21,0.00645822761580348,,
FNO,22,0.005818356527015567,,
FNO,23,0.005442307284101844,,
FNO,24,0.005198069126345217,,
FNO,25,0.005448451940901577,0.07036083936691284,0.00018884247401729226
FNO,26,0.004976255726069212,,
FNO,27,0.004878270975314081,,
FNO,28,0.004377909330651164,,
FNO,29,0.0040070656687021255,,
FNO,30,0.003912848373875022,,
FNO,31,0.003834267589263618,,
FNO,32,0.0035966832656413317,,
FNO,33,0.0034220539033412932,,
FNO,34,0.003099433262832463,,
FNO,35,0.0029385975329205396,,
FNO,36,0.002830169815570116,,
FNO,37,0.002844399493187666,,
FNO,38,0.002673166093882173,,
FNO,39,0.002664800954516977,,
FNO,40,0.002394572284538299,,
FNO,41,0.002429182000923902,,
FNO,42,0.002362395345699042,,
FNO,43,0.002217203157488257,,
FNO,44,0.00214208101388067,,
FNO,45,0.0021145423175767063,,
FNO,46,0.0022188912145793436,,
FNO,47,0.002142924291547388,,
FNO,48,0.0019462483702227472,,
FNO,49,0.0018486055778339505,,
FNO,50,0.001763243682216853,0.03713105991482735,5.192233948037028e-05
FNO,51,0.0017384520266205072,,
FNO,52,0.0017258414183743298,,
FNO,53,0.0016869380953721703,,
FNO,54,0.0016758391982875764,,
FNO,55,0.0015502334805205463,,
FNO,56,0.0015433752443641425,,
FNO,57,0.0015161313582211732,,
FNO,58,0.0015460325637832284,,
FNO,59,0.0014312039595097304,,
FNO,60,0.0013814680743962527,,
FNO,61,0.0013888036308344453,,
FNO,62,0.0013565689558163285,,
FNO,63,0.0012773120077326893,,
FNO,64,0.001291637314716354,,
FNO,65,0.0013064741040579974,,
FNO,66,0.001223920885240659,,
FNO,67,0.0012186592386569828,,
FNO,68,0.0012303610099479556,,
FNO,69,0.0011861914303153754,,
FNO,70,0.0011205884802620858,,
FNO,71,0.001064711739309132,,
FNO,72,0.0011397980037145317,,
FNO,73,0.0011924891674425452,,
FNO,74,0.0011093137844000011,,
FNO,75,0.0011529803217854352,0.032425571233034134,3.938313602702692e-05
FNO,76,0.0010695880686398596,,
FNO,77,0.000995980465086177,,
FNO,78,0.0010105258610565216,,
FNO,79,0.0009266204317100347,,
FNO,80,0.0009481846354901791,,
FNO,81,0.001005661312956363,,
FNO,82,0.0009428919875063002,,
FNO,83,0.0010255139437504112,,
FNO,84,0.0011196230072528124,,
FNO,85,0.0010161055775824933,,
FNO,86,0.000976993830408901,,
FNO,87,0.0009670015249866992,,
FNO,88,0.0009822409658227116,,
FNO,89,0.0009113539883401245,,
FNO,90,0.000830872415099293,,
FNO,91,0.0008521408715751022,,
FNO,92,0.0008065669389907271,,
FNO,93,0.000881793798180297,,
FNO,94,0.0007809482980519533,,
FNO,95,0.0007585289655253291,,
FNO,96,0.0007031345943687483,,
FNO,97,0.0007342060212977231,,
FNO,98,0.0007204162015113979,,
FNO,99,0.0007742498244624584,,
FNO,100,0.0007330661523155868,0.02385721169412136,2.1275662220432423e-05
FNO,101,0.0007662164396606385,,
FNO,102,0.0007233743672259152,,
FNO,103,0.0006997591292019934,,
FNO,104,0.0006562033027876169,,
FNO,105,0.0006600413442356512,,
FNO,106,0.0007509737450163811,,
FNO,107,0.0008187031548004597,,
FNO,108,0.0007521279447246342,,
FNO,109,0.0007432666287058964,,
FNO,110,0.0007488678675144911,,
FNO,111,0.0007204836932942271,,
FNO,112,0.0006655653822235763,,
FNO,113,0.0006244736374355853,,
FNO,114,0.000661224836949259,,
FNO,115,0.000634086603531614,,
FNO,116,0.0006050558295100927,,
FNO,117,0.0009724196046590805,,
FNO,118,0.0013463409850373864,,
FNO,119,0.0008352269302122295,,
FNO,120,0.0006479860458057374,,
FNO,121,0.0005967993871308863,,
FNO,122,0.0005670650105457753,,
FNO,123,0.0005471124255564064,,
FNO,124,0.000486668708617799,,
FNO,125,0.00047125807905104013,0.019109051674604416,1.3834203855367377e-05
FNO,126,0.0005239126621745527,,
FNO,127,0.0004855342849623412,,
FNO,128,0.00047766240604687484,,
FNO,129,0.0004808420402696356,,
FNO,130,0.0004906373011181131,,
FNO,131,0.00047316885902546344,,
FNO,132,0.00047854846343398094,,
FNO,133,0.0005073668522527442,,
FNO,134,0.0005436310253571719,,
FNO,135,0.0005016471521230414,,
FNO,136,0.0004477706679608673,,
FNO,137,0.00044651815842371433,,
FNO,138,0.0004505743243498728,,
FNO,139,0.0004479480267036706,,
FNO,140,0.00044451934227254244,,
FNO,141,0.0005109760793857276,,
FNO,142,0.0006134762254077942,,
FNO,143,0.0005667831137543544,,
FNO,144,0.0005142236361280084,,
FNO,145,0.0004613374418113381,,
FNO,146,0.0004704194667283446,,
FNO,147,0.00046327093441504984,,
FNO,148,0.0004472175525734201,,
FNO,149,0.00046063282352406534,,
FNO,150,0.00047004662337712944,0.020575929433107376,1.574461566633545e-05
FNO,151,0.0004244624811690301,,
FNO,152,0.00041256755357608197,,
FNO,153,0.0004314597346819937,,
FNO,154,0.0005061748350271955,,
FNO,155,0.0004858651926042512,,
FNO,156,0.0004379964870167896,,
FNO,157,0.00044200920092407614,,
FNO,158,0.0004322816792409867,,
FNO,159,0.00040082626219373196,,
FNO,160,0.00042236188892275095,,
FNO,161,0.0004587814793922007,,
FNO,162,0.0005086666118586436,,
FNO,163,0.00045401341340038924,,
FNO,164,0.00041175896185450254,,
FNO,165,0.0004927320667775347,,
FNO,166,0.00046201134973671286,,
FNO,167,0.00038269352226052435,,
FNO,168,0.00039883320860099045,,
FNO,169,0.00038032106822356583,,
FNO,170,0.0003876600108924322,,
FNO,171,0.0003822987055173144,,
FNO,172,0.0003647300007287413,,
FNO,173,0.0003975923144025728,,
FNO,174,0.0003931888350052759,,
FNO,175,0.0004010518256109208,0.019822243601083755,1.544893893878907e-05
FNO,176,0.0004472955362871289,,
FNO,177,0.00038370746187865734,,
FNO,178,0.0004023529589176178,,
FNO,179,0.0004119234508834779,,
FNO,180,0.00039725367969367653,,
FNO,181,0.0004099579906323925,,
FNO,182,0.00040258062654174864,,
FNO,183,0.0004524319287156686,,
FNO,184,0.0004961678321706131,,
FNO,185,0.0004159990465268493,,
FNO,186,0.00039509545313194395,,
FNO,187,0.00046183963713701813,,
FNO,188,0.00048228133528027683,,
FNO,189,0.000433376629371196,,
FNO,190,0.00047719190770294516,,
FNO,191,0.0005282574362354353,,
FNO,192,0.0005040353193180635,,
FNO,193,0.0003914296394214034,,
FNO,194,0.00041335101996082814,,
FNO,195,0.0003827118009212427,,
FNO,196,0.00038783875497756527,,
FNO,197,0.000385877161170356,,
FNO,198,0.00035149259492754935,,
FNO,199,0.00035426582617219536,,
FNO,200,0.0003689549746923149,0.016382591798901558,1.0257139365421608e-05
FNO,201,0.00037352147337514906,,
FNO,202,0.00035902734234696256,,
FNO,203,0.00035984710848424584,,
FNO,204,0.0003863941892632283,,
FNO,205,0.0003753126453375444,,
FNO,206,0.00038121571124065666,,
FNO,207,0.0003831283043837175,,
FNO,208,0.0003915337380021811,,
FNO,209,0.0004082021157955751,,
FNO,210,0.0003780076862312853,,
FNO,211,0.00043039977317675947,,
FNO,212,0.00042553183739073573,,
FNO,213,0.0003865225415211171,,
FNO,214,0.00039316959446296097,,
FNO,215,0.000366469677828718,,
FNO,216,0.0003464230307145044,,
FNO,217,0.00036535532271955164,,
FNO,218,0.0003522840532241389,,
FNO,219,0.000340157953905873,,
FNO,220,0.000358330414746888,,
FNO,221,0.0003571760928025469,,
FNO,222,0.00035119264939567076,,
FNO,223,0.00034041247563436626,,
FNO,224,0.0003510424721753225,,
FNO,225,0.00033376896753907205,0.017365217208862305,1.1244509551033843e-05
FNO,226,0.00033254999725613744,,
FNO,227,0.00042964900203514846,,
FNO,228,0.0007767467061057687,,
FNO,229,0.0007122678769519552,,
FNO,230,0.0005443949950858951,,
FNO,231,0.00043304148712195454,,
FNO,232,0.00045902639103587715,,
FNO,233,0.0005530750961042941,,
FNO,234,0.0004662958788685501,,
FNO,235,0.0004144024336710572,,
FNO,236,0.0003931189130526036,,
FNO,237,0.0003959972731536254,,
FNO,238,0.00039149178774096073,,
FNO,239,0.0004991718684323132,,
FNO,240,0.00035054964828304944,,
FNO,241,0.0002943289015092887,,
FNO,242,0.0002824023191351444,,
FNO,243,0.00027988586807623503,,
FNO,244,0.00027349992742529137,,
FNO,245,0.00027398165548220277,,
FNO,246,0.00027419752441346643,,
FNO,247,0.00026929420710075647,,
FNO,248,0.000272381967806723,,
FNO,249,0.0002907499118009582,,
FNO,250,0.0003038395690964535,0.014841255731880665,8.356838407053147e-06
FNO,251,0.0002881052365410142,,
FNO,252,0.0002676747099030763,,
FNO,253,0.00026585458108456804,,
FNO,254,0.00026694274856708944,,
FNO,255,0.0002765402372460812,,
FNO,256,0.00027151897083967926,,
FNO,257,0.0002636031887959689,,
FNO,258,0.00026551301998551936,,
FNO,259,0.00029161795973777773,,
FNO,260,0.0002953082002932206,,
FNO,261,0.0002787493343930691,,
FNO,262,0.00026719002198660746,,
FNO,263,0.00027378242230042816,,
FNO,264,0.0002639792714035138,,
FNO,265,0.00026606572064338254,,
FNO,266,0.0002632618663483299,,
FNO,267,0.00027060980501119046,,
FNO,268,0.000276025953644421,,
FNO,269,0.0002876680242479779,,
FNO,270,0.00028356829279800876,,
FNO,271,0.0002675976444152184,,
FNO,272,0.0002598456325358711,,
FNO,273,0.0002823979171807878,,
FNO,274,0.0002668030298082158,,
FNO,275,0.0002723385943681933,0.014466620981693268,8.004742994671687e-06
FNO,276,0.0002734766545472667,,
FNO,277,0.00027649523253785445,,
FNO,278,0.0002636429751873948,,
FNO,279,0.00025656647485448045,,
FNO,280,0.00026145539159188046,,
FNO,281,0.0002587539842352271,,
FNO,282,0.0002679168697795831,,
FNO,283,0.0002627294888952747,,
FNO,284,0.00026463609538041055,,
FNO,285,0.0002598735794890672,,
FNO,286,0.00029219775897217917,,
FNO,287,0.0002737193164648488,,
FNO,288,0.0002643753934535198,,
FNO,289,0.0002692700814804994,,
FNO,290,0.00026759346801554786,,
FNO,291,0.00027640820626402275,,
FNO,292,0.0003127801857772283,,
FNO,293,0.0002700388358789496,,
FNO,294,0.0002643831045133993,,
FNO,295,0.0002696802170248702,,
FNO,296,0.00028132703591836615,,
FNO,297,0.00027813956839963796,,
FNO,298,0.0002618512677145191,,
FNO,299,0.0002632147370604798,,
FNO,300,0.00025943663786165416,0.014212971553206444,7.664367331017274e-06
FNO,301,0.00025951745046768335,,
FNO,302,0.000256310252007097,,
FNO,303,0.00026386223471490665,,
FNO,304,0.0002784002921544015,,
FNO,305,0.00025633367622504013,,
FNO,306,0.0002479637711076066,,
FNO,307,0.000254086589848157,,
FNO,308,0.00024697044427739455,,
FNO,309,0.00027881311834789815,,
FNO,310,0.00027926619222853335,,
FNO,311,0.00030246950191212816,,
FNO,312,0.00027116254495922475,,
FNO,313,0.0002844092945451848,,
FNO,314,0.0003427922580158338,,
FNO,315,0.00033335771586280317,,
FNO,316,0.0002793129620840773,,
FNO,317,0.0002986375067848712,,
FNO,318,0.00027601429464993996,,
FNO,319,0.0002665215259185061,,
FNO,320,0.00026213091041427106,,
FNO,321,0.0002568518728367053,,
FNO,322,0.00027072198427049445,,
FNO,323,0.00028851920942543077,,
FNO,324,0.0003767137182876468,,
FNO,325,0.00030021043203305454,0.016204671934247017,9.744963790581096e-06
FNO,326,0.0002860026259440929,,
FNO,327,0.00025517084141029044,,
FNO,328,0.00024771030875854195,,
FNO,329,0.00025117175100604073,,
FNO,330,0.0002497864785254933,,
FNO,331,0.00025189174339175225,,
FNO,332,0.00026301382604287937,,
FNO,333,0.0002857475352357142,,
FNO,334,0.0002665403881110251,,
FNO,335,0.0002726969862123951,,
FNO,336,0.00025338531995657834,,
FNO,337,0.0002731094209593721,,
FNO,338,0.00024890850036172194,,
FNO,339,0.0002963033897685818,,
FNO,340,0.00025589267315808686,,
FNO,341,0.00025190575106535105,,
FNO,342,0.0002554498700192198,,
FNO,343,0.00024893927766242994,,
FNO,344,0.0002485675518983044,,
FNO,345,0.0002422236793790944,,
FNO,346,0.00025213130429619924,,
FNO,347,0.00024217617756221442,,
FNO,348,0.00023898164654383435,,
FNO,349,0.00026186317700194195,,
FNO,350,0.00028412944375304504,0.01599556766450405,9.604392289475072e-06
